Daerah,SumbuUtama,SumbuKecil,Keunikan,AreaBulatan,Diameter,KadarAir,Keliling,Bulatan,Ransum,Kelas
5254,123.69068659999999,55.22951728,0.8947770740000001,5425,81.78997841,0.689863445,302.928,0.719483929,2.239575732,1
4460,113.3293145,50.34002156,0.8959314159999999,4552,75.35680705,0.5641998739999999,267.759,0.78172962,2.251276639,1
5526,127.5101183,56.60794623,0.896052223,5626,83.88040131,0.526988365,302.131,0.760729343,2.252512709,1
3882,106.11583459999999,47.02590414,0.896444345,3973,70.30445158,0.803726708,249.213,0.785459883,2.256540017,1
4954,120.69799109999998,53.45390584,0.896584255,5084,79.42058111,0.8271831690000001,284.145,0.771055838,2.257982635,1
6083,133.6271788,59.12347743,0.896792686,6219,88.00634154,0.673792645,317.226,0.75960905,2.2601373369999997,1
4999,121.55260619999999,53.70860038,0.897086591,5293,79.78047684,0.5951190479999999,318.791,0.61813153,2.263187001,1
3662,103.89484200000001,45.88286667,0.897198277,3773,68.28325719,0.796086957,251.355,0.728371839,2.264349408,1
4812,118.8853189,52.45069063,0.8974150559999999,4957,78.27406141,0.5808788029999999,283.809,0.7507289359999999,2.266611124,1
4657,117.7277342,51.92222212,0.8974891909999999,4788,77.00309448,0.564553279,284.222,0.7244371609999999,2.267386283,1
5250,124.2806183,54.81120375,0.897493458,5332,81.75883811,0.5423553720000001,291.454,0.7766567609999999,2.267430923,1
5347,125.3970223,55.30187602,0.897500092,5497,82.51067716,0.565221987,299.788,0.74763833,2.267500333,1
5985,132.7895598,58.55567096,0.8975238459999999,6140,87.29455123,0.6767299859999999,316.69,0.749903393,2.267748924,1
4881,119.4916115,52.69032762,0.8975296070000001,4995,78.83325579,0.627700617,280.5,0.779566092,2.267809234,1
5667,129.0742991,56.91197897,0.8975443559999999,5791,84.94379612,0.6429543910000001,305.872,0.7611734490000001,2.2679636430000003,1
5555,129.0807906,56.88186745,0.897669803,5787,84.10021207,0.526041667,321.58,0.675018795,2.269278355,1
6776,141.1236288,62.17534592,0.897716491,6943,92.8841814,0.579343365,337.028,0.749637485,2.269768294,1
5110,122.2136145,53.73494502,0.898154243,5245,80.66135428,0.753020925,287.462,0.77708742,2.274378701,1
5117,123.86445220000002,54.4293035,0.898278625,5225,80.71658287,0.7806254770000001,293.548,0.7462202490000001,2.275694235,1
5138,123.991228,54.48500011,0.898278672,5304,80.88204239,0.54485684,297.24,0.7307847209999999,2.275694736,1
4179,118.5822997,52.06616637,0.8984518840000001,5019,72.9442805,0.418947368,448.305,0.261297389,2.277530842,1
4023,109.419762,48.03406538,0.898492465,4120,71.56984483,0.840928094,262.097,0.7359287959999999,2.277961715,1
6213,135.11979169999998,59.31434447,0.898498792,6370,88.94176348,0.599132112,319.883,0.7630076579999999,2.278028913,1
5680,128.6306201,56.4069029,0.8987221759999999,5859,85.04117011,0.64137308,319.702,0.698340924,2.280405651,1
5259,125.16445959999999,54.67086487,0.899562415,5435,81.82888711,0.642124542,298.057,0.7438996990000001,2.289417954,1
5442,126.8097594,55.35515604,0.8996939420000001,5528,83.2404325,0.7915636359999999,297.395,0.773216435,2.290839165,1
4196,111.7977586,48.800991700000004,0.899698745,4290,73.09249708,0.537948718,264.64,0.7528949220000001,2.290891123,1
3638,103.7527928,45.26165673,0.8998278359999999,3723,68.05913211,0.559950747,242.294,0.778730598,2.292288889,1
5256,124.904374,54.45602198,0.899955528,5353,81.80554411,0.591891892,292.906,0.769854556,2.293674225,1
5374,126.4776571,55.08589466,0.900170082,5526,82.71873617,0.537937938,300.022,0.750241913,2.29600804,1
6136,134.4606566,58.54608192,0.9002302240000001,6341,88.38890115,0.56293578,346.30800000000005,0.642939586,2.296663622,1
5228,124.51487720000002,54.21520552,0.900231555,5366,81.58735404,0.71420765,295.253,0.753627617,2.296678136,1
6083,134.8275164,58.57195048,0.900709775,6201,88.00634154,0.5361360829999999,317.671,0.7574823890000001,2.301912694,1
5124,124.93967549999999,54.2487085,0.900816877,5391,80.77177370000001,0.538235294,308.355,0.6772000709999999,2.303090322,1
4337,113.7689435,49.39653936,0.900824698,4453,74.31042932,0.545260246,269.387,0.7510105159999999,2.303176396,1
6171,135.85974380000002,58.81014204,0.901454467,6380,88.64062968,0.737275986,321.246,0.751432462,2.3101413980000003,1
6623,140.4063965,60.77690138,0.901459146,6811,91.82954592,0.559138877,341.702,0.7128030959999999,2.3101933999999997,1
5862,133.2444458,57.58988352,0.9017719000000001,6053,86.39288287,0.546064276,322.15,0.7098055759999999,2.3136779869999997,1
5089,123.5226615,53.34879907,0.901923974,5244,80.49544113,0.647043865,293.36,0.743088467,2.315378484,1
5791,131.62904699999999,56.84208808,0.9019524090000001,5938,85.86809771,0.803747398,316.987,0.724236695,2.315696898,1
4722,119.00633559999999,51.3813348,0.901991908,4820,77.53861703,0.564832536,278.741,0.7637199570000001,2.316139432,1
4019,110.1418199,47.54017615,0.90205221,4122,71.53425564,0.552971932,257.486,0.761764323,2.316815562,1
5455,128.2147081,55.33510202,0.9020739259999999,5627,83.33979672,0.734779095,306.914,0.727731578,2.3170592169999997,1
4873,120.8171894,52.10565058,0.902219665,4974,78.76862511,0.587108434,283.668,0.7610016209999999,2.318696496,1
5555,129.0205405,55.63227728,0.902261482,5733,84.10021207,0.749662618,305.32599999999996,0.748800888,2.31916698,1
4555,118.0977083,50.90915187,0.9023153629999999,4731,76.15514511,0.707298137,283.186,0.713764078,2.319773635,1
6375,138.0376883,59.49805441,0.90233874,6542,90.09385161,0.6996268659999999,331.535,0.728838468,2.32003701,1
3991,109.84865990000002,47.31982512,0.902460367,4119,71.28463385,0.727223032,261.089,0.735723185,2.321408831,1
5267,126.3149145,54.41165575,0.902465603,5382,81.89110258,0.851163542,296.211,0.754346393,2.321467942,1
6381,139.0922395,59.90157146,0.9025138770000001,6651,90.13623874,0.538208502,339.413,0.696051965,2.322013197,1
3799,107.49012820000002,46.23892946,0.9027483390000001,3923,69.54881042,0.526104418,256.222,0.7271873640000001,2.324667319,1
4491,123.03709350000001,52.89732251,0.9028622820000001,5426,75.6182438,0.535982814,434.235,0.299297624,2.325960705,1
5633,130.26213140000002,55.96028775,0.9030204740000001,5756,84.68859637,0.682787879,305.16900000000004,0.760096593,2.327760214,1
4335,114.9435821,49.37002437,0.9030595929999999,4479,74.29329328,0.747413793,280.13599999999997,0.6941624540000001,2.328205903,1
5263,125.9803048,54.10522429,0.903079379,5381,81.86000076,0.579306549,292.518,0.7729262259999999,2.328431431,1
3571,104.3276353,44.80273426,0.90309414,3688,67.429507,0.546693203,249.248,0.72233116,2.3285997380000003,1
5447,129.0803,55.39471737,0.903233579,5651,83.27866353,0.665079365,310.785,0.708675046,2.330191507,1
5559,130.0598902,55.81294139,0.903241493,5696,84.13048573,0.810586177,307.947,0.7366387879999999,2.330281955,1
6717,143.9124976,61.674039799999996,0.90351695,6988,92.47891664,0.7067550509999999,353.285,0.676292881,2.333437182,1
4745,119.8611577,51.35134765,0.903578014,4840,77.72722586,0.792285857,278.57099999999997,0.768376855,2.334138503,1
5086,124.62609590000001,53.36725831,0.903675005,5205,80.47171133,0.635432284,293.409,0.7424023829999999,2.335253858,1
5427,128.06631470000002,54.83162027,0.9037075809999999,5557,83.12563389,0.584806035,300.597,0.7547452729999999,2.3356288590000003,1
5601,130.43794509999998,55.81780631,0.9038137079999999,5752,84.44770388,0.676449275,308.66700000000003,0.7387458170000001,2.33685187,1
5230,125.62298940000001,53.74148331,0.9038735390000001,5349,81.6029584,0.8451842279999999,294.789,0.756291127,2.33754228,1
6601,141.7730175,60.63224136,0.9039343540000001,6832,91.67690132,0.737871675,347.36400000000003,0.687464035,2.338244708,1
5369,127.29879679999999,54.43345386,0.903966238,5576,82.68024622,0.6162764000000001,310.778,0.6985584220000001,2.338613257,1
6659,142.34725,60.86592873,0.903973886,6882,92.07878218,0.558125891,353.032,0.671414526,2.338701684,1
4761,120.73737879999999,51.59419579,0.90409771,4881,77.85816253,0.531124498,283.33,0.74528593,2.340134912,1
4808,121.0657867,51.71361378,0.904179361,4928,78.24152178,0.506852203,287.874,0.729070353,2.341081542,1
3992,109.7155482,46.81157756,0.904410629,4120,71.29356396,0.6116132989999999,260.462,0.739454838,2.343769511,1
5068,124.2348815,52.99859978,0.904440404,5159,80.32918531,0.533249158,288.12,0.767184214,2.3441162980000003,1
4393,115.2274784,49.14862456,0.904470763,4493,74.78864433,0.69487504,268.805,0.764005319,2.344470053,1
4737,120.1209915,51.18395809,0.9046744870000001,4855,77.66167474,0.592717718,280.459,0.7567884340000001,2.346848427,1
5229,125.56545890000001,53.47694772,0.904775419,5350,81.59515659,0.578429204,292.22,0.769500016,2.348029651,1
5047,124.084748,52.77875015,0.9050315790000001,5174,80.16258468,0.570411392,291.699,0.745372367,2.35103612,1
5204,125.5864509,53.40982683,0.905060258,5302,81.39986849,0.5756637170000001,292.19599999999997,0.7659468229999999,2.35137349,1
4262,113.529303,48.27920161,0.905072347,4355,73.66509988,0.650289899,265.142,0.7618443540000001,2.35151575,1
5172,125.39590430000001,53.30208661,0.905160295,5331,81.14921395,0.560832791,305.70099999999996,0.6954640120000001,2.352551509,1
5910,134.2316812,57.05443377,0.905172469,6093,86.74586854,0.531283711,321.441,0.718778046,2.352695003,1
6829,144.9073336,61.56537661,0.905258916,7092,93.24673105,0.575412875,357.414,0.67177503,2.353714728,1
4425,115.51832279999999,49.06249966,0.905326557,4514,75.06054213,0.609504132,270.072,0.762366875,2.354513601,1
4634,118.80576599999999,50.43880144,0.90540523,4726,76.81270761,0.5259334920000001,278.57,0.750407568,2.355443876,1
4394,116.2937463,49.33311864,0.9055632459999999,4511,74.79715609,0.532218992,274.94599999999997,0.730424118,2.3573159269999997,1
5497,129.76105959999998,55.03706832,0.905595865,5686,83.66001301,0.646021859,307.543,0.730338017,2.3577029730000003,1
5230,127.01598770000001,53.86276766,0.90563274,5412,81.6029584,0.741213152,297.08099999999996,0.7446664690000001,2.3581407569999997,1
6349,139.9708612,59.254473,0.905973527,6537,89.90994311,0.78547569,334.74300000000005,0.7120199840000001,2.362199074,1
5655,130.9221608,55.39486495,0.9060769340000001,5756,84.85381326,0.747620307,304.449,0.76667865,2.363434967,1
7074,147.138743,62.21498302,0.9062080440000001,7238,94.9046708,0.551321019,346.714,0.7394897570000001,2.365004953,1
4726,120.04379240000002,50.74565115,0.9062574659999999,4809,77.5714515,0.7610305959999999,277.216,0.772799791,2.365597637,1
5973,135.2677147,57.17892838,0.906265304,6180,87.20699399,0.5401519260000001,322.3,0.7225730640000001,2.365691672,1
7022,147.4293134,62.30497029,0.9063120570000001,7257,94.55521182,0.5806665010000001,362.02099999999996,0.673291547,2.3662528469999997,1
7112,147.8905453,62.46606562,0.906418672,7276,95.15923309,0.538135593,352.718,0.7183669859999999,2.367534178,1
5793,133.5949267,56.42123689,0.906441831,5930,85.88292428,0.766269841,311.85,0.748551863,2.367812796,1
6472,140.42758669999998,59.23182036,0.906690674,6709,90.77668386,0.732126697,348.085,0.671239887,2.3708132859999997,1
6785,144.3587743,60.84233271,0.906844148,6981,92.94584612,0.536194089,342.25699999999995,0.7278720409999999,2.372669947,1
4433,116.19397250000002,48.95934176,0.906894063,4564,75.12836283,0.6177536229999999,269.153,0.768969555,2.373274809,1
5673,132.4816506,55.72407565,0.907238159,5831,84.98875183,0.591307067,313.01099999999997,0.727618022,2.377458021,1
5463,129.18623689999998,54.302902100000004,0.907363953,5576,83.40088508,0.7348668279999999,300.885,0.758298138,2.378993238,1
6264,139.18013100000002,58.45366738,0.9075307140000001,6497,89.30606087,0.57127223,330.709,0.7197299659999999,2.381033342,1
6067,136.6145396,57.37269718,0.907542429,6214,87.89052462,0.563481007,320.902,0.7403532909999999,2.3811768719999997,1
5709,132.6956228,55.68618329,0.9076843809999999,5834,85.25798825,0.575388027,309.712,0.747917752,2.382918257,1
6230,138.20955580000003,57.99418631,0.907704244,6322,89.06336151,0.8390572390000001,320.105,0.764034545,2.383162254,1
4815,122.0421307,51.19475302,0.907762609,4913,78.29845725,0.639952153,284.75,0.746240285,2.383879665,1
5771,134.2851441,56.32429689,0.90778397,5929,85.71969093,0.677824759,312.835,0.7410205740000001,2.384142396,1
6003,135.9417416,57.01859044,0.907785827,6112,87.42572269,0.620465116,316.558,0.7527861509999999,2.384165244,1
6290,139.01473230000002,58.28623371,0.907856518,6446,89.49121039,0.672008547,322.198,0.76140343,2.385035427,1
3865,109.2221888,45.78398888,0.9079021690000001,3985,70.15034455,0.585606061,255.50799999999998,0.743961322,2.3855979240000003,1
3400,103.2901421,43.28497882,0.907957597,3516,65.79524642,0.613054454,242.11700000000002,0.7288500920000001,2.38628145,1
6890,146.177056,61.25272911,0.9079718920000001,7052,93.66226809,0.57806863,343.917,0.732018064,2.386457846,1
4889,122.82114569999999,51.46334912,0.90798139,5059,78.89783352,0.5718797520000001,291.35900000000004,0.723724085,2.386575063,1
5790,133.4634273,55.91659689,0.908002065,5986,85.86068346,0.719076006,315.483,0.731032195,2.386830293,1
5807,133.88179399999999,56.00515296,0.9083006779999999,5966,85.98663871,0.703622925,316.194,0.7298850040000001,2.3905263519999997,1
5331,128.6889548,53.81889593,0.908350771,5471,82.387135,0.658798814,303.10200000000003,0.7291904,2.3911481759999997,1
5465,130.2739254,54.48061344,0.90835477,5615,83.41615019,0.607222222,306.907,0.729098899,2.391197843,1
4728,121.3226446,50.71577122,0.908436006,4859,77.58786353,0.511688312,285.184,0.730528258,2.3922074280000003,1
6125,137.4244119,57.43165941,0.9084863459999999,6288,88.30963827,0.677244582,323.587,0.7350786779999999,2.3928337319999997,1
6083,137.9956035,57.66596082,0.908501039,6262,88.00634154,0.6530327429999999,324.563,0.725654115,2.393016634,1
6121,137.89320580000003,57.6131887,0.908534332,6234,88.28079776,0.75363211,322.073,0.7415212590000001,2.3934312419999997,1
4548,118.9054023,49.66997344,0.9085726820000001,4647,76.09660603,0.816810345,276.025,0.750124729,2.3939091180000003,1
5040,125.26438710000001,52.32501448,0.9085773709999999,5188,80.10697414,0.574424436,291.302,0.746368785,2.393967558,1
4454,117.92792050000001,49.2484593,0.908624112,4558,75.30610156,0.575526554,273.942,0.745835125,2.394550452,1
5301,128.0022172,53.43802216,0.908687345,5416,82.15499271,0.732283465,299.091,0.744665063,2.395339723,1
4311,116.06015459999999,48.44034455,0.9087353840000001,4376,74.08735167,0.878899083,268.026,0.7541088490000001,2.395939907,1
5457,130.4457155,54.4259274,0.908800712,5540,83.355073,0.8699186990000001,299.92400000000004,0.762327135,2.396756873,1
3136,99.32051276,41.43641868,0.9088151590000001,3270,63.18923336,0.734770384,234.78099999999998,0.714924239,2.396937668,1
5720,132.7560217,55.37329946,0.908857963,5855,85.34008552,0.633444075,309.82599999999996,0.7488074779999999,2.397473566,1
6987,146.6962997,61.18062105,0.908880638,7242,94.31927003,0.562424535,375.651,0.6222021520000001,2.39775761,1
5324,129.037623,53.80876967,0.9089061979999999,5458,82.33302701,0.583388122,300.837,0.739239922,2.398077931,1
4879,124.00338570000001,51.68537529,0.908995392,5021,78.81710309,0.7128872009999999,294.988,0.704582713,2.399196775,1
5533,130.83002,54.52957006,0.908999558,5682,83.93351179,0.654947917,307.965,0.7331077490000001,2.399249066,1
5097,126.27789340000001,52.61389592,0.9090662140000001,5252,80.55868643,0.7340149770000001,299.67,0.7132437290000001,2.40008635,1
3753,107.89744009999998,44.94078546,0.90912934,3848,69.1264639,0.586223055,250.912,0.749109947,2.400880158,1
3675,107.6060473,44.81011044,0.9091689559999999,3802,68.40435167,0.542996454,252.87,0.7222251209999999,2.4013787559999997,1
5007,124.7248074,51.90747401,0.90928407,5145,79.84428847,0.794761905,291.52299999999997,0.7403580559999999,2.402829454,1
5658,133.0157281,55.34858972,0.909316297,5827,84.87631792,0.746339533,312.248,0.729245028,2.403236086,1
5454,130.6999931,54.37499282,0.909351328,5624,83.33215752,0.554268293,311.871,0.7046525240000001,2.403678351,1
5259,127.65224950000001,53.092032200000006,0.909405116,5372,81.82888711,0.653129657,297.14,0.748498263,2.4043579459999997,1
6212,140.3828578,58.324235200000004,0.9096089340000001,6405,88.93460548,0.666881374,336.80300000000005,0.6881599740000001,2.4069386809999997,1
4280,115.3967443,47.932594200000004,0.909651567,4426,73.82049344,0.625730994,274.231,0.7151885259999999,2.407479634,1
4705,120.9747517,50.21689738,0.9097747429999999,4794,77.3989151,0.572663096,278.623,0.7616151309999999,2.409044724,1
5813,134.49302350000002,55.81961637,0.9098044129999999,5904,86.03104947,0.528983529,311.005,0.755223412,2.409422211,1
5270,128.1784256,53.193682499999994,0.909822707,5379,81.9144212,0.525318979,297.276,0.7493777290000001,2.40965505,1
6133,138.3324882,57.40293611,0.90983805,6293,88.36729105,0.627866503,320.388,0.750810515,2.409850393,1
4879,123.93060039999999,51.41678314,0.9098744609999999,5012,78.81710309,0.665984166,291.224,0.722913536,2.410314159,1
6207,139.2741572,57.78159612,0.909877664,6323,88.89880682,0.752728596,320.825,0.757801052,2.410354967,1
6875,146.37178490000002,60.71394419,0.90991595,7035,93.56025796,0.561866623,340.726,0.744169758,2.41084296,1
5463,130.96437350000002,54.28666365,0.910042597,5629,83.40088508,0.5986849320000001,306.634,0.7301304279999999,2.412459428,1
7236,150.42996399999998,62.34924866,0.9100613359999999,7453,95.9852142,0.553211009,367.844,0.672018253,2.412698905,1
5104,126.4068098,52.38486049,0.910088085,5210,80.61398536,0.788019145,294.219,0.7409332759999999,2.413040879,1
5943,136.3800864,56.49175078,0.910175485,6121,86.98771531,0.601518219,321.893,0.720763075,2.414159316,1
5006,125.3132385,51.87272624,0.910302119,5170,79.8363148,0.749625636,292.789,0.733822792,2.415782774,1
5718,133.3679075,55.20183645,0.910319425,5826,85.32516462,0.593892813,307.776,0.7585505240000001,2.416004902,1
7365,152.11349130000002,62.94989207,0.91035189,7657,96.83702415,0.804918033,365.06199999999995,0.6944633929999999,2.416421796,1
5994,137.0297517,56.68285423,0.910434333,6334,87.36016158,0.523676394,348.74,0.619331367,2.417481504,1
6334,141.14348909999998,58.36184935,0.910507283,6511,89.80367073,0.7120053959999999,329.12800000000004,0.734781582,2.418420435,1
6676,144.43311409999998,59.71033765,0.910544219,6832,92.19624288,0.61051669,336.166,0.742366933,2.418896288,1
5753,134.1673184,55.46048507,0.910564024,5951,85.5859048,0.720927318,317.55,0.716935365,2.41915155,1
5516,131.609712,54.4026735,0.91056602,5664,83.80447082,0.800813008,305.036,0.7449582379999999,2.419177285,1
6445,142.3807955,58.78110107,0.910801612,6583,90.58713411,0.59477667,328.17800000000005,0.7519931040000001,2.4222206269999997,1
5642,132.723628,54.78831120000001,0.910821703,5809,84.75622403,0.543859649,322.853,0.6801947779999999,2.422480727,1
5170,127.1641483,52.48567756,0.910849074,5277,81.13352233,0.752,294.45099999999996,0.749332104,2.422835222,1
5296,129.1812458,53.314295400000006,0.910862818,5506,82.11623852,0.5725405410000001,311.647,0.685223012,2.42301328,1
5551,133.1994688,54.92936825,0.911009988,5669,84.06992752,0.5250165520000001,311.51,0.718848061,2.424922642,1
7453,153.58338700000002,63.32285358,0.9110468909999999,7720,97.41383027,0.5440145989999999,366.62,0.696800862,2.425402178,1
5983,136.8780111,56.43017494,0.911063442,6094,87.27996446,0.801258872,315.431,0.7556490159999999,2.425617344,1
5572,133.084582,54.86535794,0.9110665520000001,5775,84.22879996,0.7425373129999999,318.914,0.688452216,2.4256577740000003,1
4765,122.16195790000002,50.3440607,0.9111344840000001,4935,77.89086231,0.738988834,286.264,0.7307003209999999,2.426541607,1
6468,142.9495008,58.90687675,0.9111468890000001,6721,90.7486274,0.603358209,340.6,0.7006329990000001,2.4267031059999997,1
5698,133.4361583,54.97468691,0.911187269,5796,85.17581186,0.551971326,305.628,0.7665597820000001,2.427229072,1
4205,114.4543656,47.13968338,0.911245127,4307,73.17084314,0.54781136,267.246,0.739866625,2.427983334,1
6542,144.267473,59.41414409,0.9112592190000001,6785,91.26627582,0.762470863,338.25800000000004,0.718495828,2.428167151,1
6328,141.3583591,58.21163627,0.911273407,6474,89.76112655,0.54693172,331.89300000000003,0.721905165,2.428352271,1
5743,134.51950559999997,55.31763147,0.911534382,5890,85.51148873,0.661635945,314.233,0.730878349,2.43176546,1
5326,130.2207659,53.54299328,0.911558263,5510,82.34849006,0.752897936,305.582,0.7167298440000001,2.432078558,1
4662,121.99666210000001,50.15451213,0.9115840270000001,4794,77.04442068,0.612132353,282.244,0.73541536,2.432416486,1
5964,137.1638147,56.36935775,0.9116516790000001,6089,87.14126832,0.631913541,316.144,0.7498555509999999,2.43330455,1
4933,125.003672,51.36408785,0.911680136,5037,79.25207047,0.550558036,290.047,0.736858714,2.433678416,1
5642,133.4399856,54.82410069,0.911702,5769,84.75622403,0.6319444439999999,309.718,0.73911166,2.433965791,1
7313,151.6017657,62.26812033,0.9117548609999999,7583,96.49456353,0.552717104,390.125,0.603806625,2.434661025,1
6416,142.5335656,58.50998343,0.9118607409999999,6559,90.38310085,0.558836338,331.296,0.734584626,2.436055477,1
6290,141.4124755,58.04315267,0.911881825,6444,89.49121039,0.7112166440000001,329.74699999999996,0.7269403959999999,2.43633347,1
3940,112.1203439,46.01282025,0.9119111040000001,4048,70.82770508,0.503771896,264.418,0.708148034,2.436719665,1
5490,131.63028870000002,53.97675659,0.912057045,5623,83.6067288,0.532906232,312.89799999999997,0.704655156,2.438647615,1
6745,147.0057745,60.26176523,0.912117939,6977,92.67146664,0.528605016,343.70599999999996,0.717492872,2.439453507,1
4831,123.4969179,50.62414147,0.912120443,4941,78.42844025,0.6883727559999999,286.116,0.74158786,2.4394866619999998,1
5495,131.4621525,53.85539635,0.9122361959999999,5573,83.64479242,0.539996069,302.95799999999997,0.752337502,2.441020983,1
4177,115.0649959,47.12533466,0.9122858559999999,4260,72.92682345,0.535512821,268.297,0.729193361,2.441680186,1
5166,128.76187040000002,52.72642645,0.9123155540000001,5381,81.10212998,0.598956522,302.11,0.7112693,2.442074669,1
3602,107.780575,44.12313831,0.912364277,3737,67.72155373,0.555093235,255.912,0.691149934,2.442722324,1
5730,134.56175890000003,55.08209826,0.9123799579999999,5831,85.41465092,0.532181666,309.111,0.7535907620000001,2.4429308830000003,1
5931,136.6195076,55.92340017,0.912383327,6055,86.89984891,0.553781513,314.35200000000003,0.7542326570000001,2.4429756990000002,1
6278,141.0651834,57.73350774,0.9124140829999999,6426,89.40580441,0.525092004,333.722,0.708372185,2.44338494,1
5000,125.91891409999998,51.510427899999996,0.912500237,5117,79.78845608,0.6664001070000001,293.922,0.7273035040000001,2.44453248,1
5553,132.2525025,54.08801741,0.912545418,5668,84.08507116,0.559891107,302.54200000000003,0.762370689,2.445134964,1
5905,136.8870215,55.97868866,0.912560912,6108,86.70916625,0.544339971,318.86,0.7298433959999999,2.445341696,1
5783,134.9710615,55.19301256,0.91256809,5937,85.80876579,0.594958848,316.683,0.7246254040000001,2.44543748,1
6095,139.57538169999998,57.06421701,0.912605379,6250,88.0931043,0.537477954,323.807,0.730484673,2.4459352819999998,1
6525,144.4487392,59.0196392,0.912720115,6709,91.1476167,0.8091517859999999,338.191,0.7169127240000001,2.447469031,1
6392,142.4027871,58.145802,0.912839183,6507,90.21389677,0.514405279,331.417,0.731302515,2.449063942,1
5521,132.39425970000002,54.05568063,0.912850828,5678,83.84244466,0.529135519,311.235,0.7162271040000001,2.449220104,1
3929,112.4289564,45.89775233,0.9128756109999999,4059,70.72876481,0.753114817,261.858,0.72004593,2.4495525540000003,1
5844,135.81565030000002,55.44460968,0.912877177,5971,86.26014085,0.6515050170000001,317.21,0.7298377640000001,2.449573567,1
4758,123.00181059999998,50.20161732,0.912920592,4870,77.83362868,0.735849057,287.72700000000003,0.7222259129999999,2.4501563319999997,1
5085,126.60106529999999,51.66611058,0.91293647,5213,80.46379984,0.541879795,296.2,0.7283342159999999,2.450369573,1
6789,146.72901819999998,59.85390462,0.913017055,6927,92.97323953,0.652036112,340.02,0.7379156929999999,2.451452735,1
4890,123.9603486,50.55859111,0.913044034,5010,78.90590202,0.536184211,289.5,0.7331985320000001,2.451815722,1
4823,123.4962215,50.35078641,0.9131109559999999,4942,78.3634757,0.6440972220000001,288.779,0.7267681890000001,2.452716836,1
5457,131.8083893,53.72745253,0.9131526090000001,5545,83.355073,0.535787923,303.999,0.742026658,2.453278224,1
4738,123.0033869,50.13791447,0.913154285,4844,77.66987166,0.503186066,284.343,0.736410273,2.453300825,1
5825,136.0519648,55.44610788,0.9131890290000001,5949,86.11980229999999,0.549528302,312.38599999999997,0.750106052,2.4537694340000002,1
6073,138.5717146,56.46244162,0.91322302,6361,87.93397384,0.573790627,359.911,0.589145961,2.4542281669999997,1
7281,152.06844009999998,61.93266284,0.9133085409999999,7443,96.2832131,0.7672286620000001,354.483,0.72813192,2.455383527,1
